15.1052, 15.0583, 3.69574,
15.1311, 15.0727, 3.70342,
15.1563, 15.0867, 3.70063,
15.1826, 15.1013, 3.70728,
15.2067, 15.1146, 3.69359,
15.2331, 15.1293, 3.69921,
15.2583, 15.1433, 3.69445,
15.2834, 15.1572, 3.68919,
15.3102, 15.1721, 3.69324,
15.3372, 15.1871, 3.69673,
15.3624, 15.201, 3.68994,
15.3918, 15.2173, 3.70201,
15.417, 15.2313, 3.69416,
15.4421, 15.2452, 3.68583,
15.4723, 15.262, 3.69607,
15.4974, 15.2759, 3.68666,
15.5253, 15.2914, 3.68618,
15.5533, 15.3069, 3.68511,
15.5815, 15.3225, 3.68344,
15.6131, 15.3401, 3.69039,
15.6415, 15.3559, 3.68742,
15.6737, 15.3737, 3.69294,
15.6987, 15.3876, 3.67962,
15.7352, 15.4078, 3.69269,
15.7602, 15.4217, 3.67819,
15.7933, 15.4401, 3.6808,
15.8267, 15.4586, 3.6826,
15.856, 15.4748, 3.67495,
15.8943, 15.4961, 3.68375,
15.9285, 15.515, 3.68307,
15.9629, 15.5341, 3.68155,
15.9926, 15.5506, 3.6709,
16.0324, 15.5727, 3.67592,
16.0674, 15.5921, 3.67181,
16.1079, 15.6146, 3.67478,
16.1488, 15.6372, 3.67666,
16.19, 15.6601, 3.67743,
16.2316, 15.6832, 3.67708,
16.2735, 15.7064, 3.67559,
16.3216, 15.7331, 3.68038,
16.3642, 15.7567, 3.67647,
16.4131, 15.7839, 3.67858,
16.4563, 15.8078, 3.67218,
16.506, 15.8354, 3.67154,
16.5561, 15.8632, 3.66945,
16.6066, 15.8912, 3.66589,
16.6639, 15.923, 3.66744,
16.7285, 15.9588, 3.67369,
16.7801, 15.9874, 3.66525,
16.8869, 16.0467, 3.70487,
16.9189, 16.0644, 3.67408,
16.9998, 16.1093, 3.68405,
17.0672, 16.1467, 3.67977,
17.1423, 16.1884, 3.67899,
17.2107, 16.2263, 3.67026,
17.2942, 16.2726, 3.67009,
17.3783, 16.3193, 3.66716,
17.4705, 16.3704, 3.6665,
17.5709, 16.4261, 3.66768,
17.6721, 16.4822, 3.66542,
17.7739, 16.5387, 3.6597,
17.8372, 16.5738, 3.62807,
17.8294, 16.5695, 3.55547,
17.8282, 16.5688, 3.48782,
17.8259, 16.5675, 3.42066,
17.8223, 16.5656, 3.35403,
17.8258, 16.5675, 3.29166,
17.7955, 16.5507, 3.21533,
17.9036, 16.6106, 3.19826,
18.0451, 16.6891, 3.19027,
19.5435, 17.5203, 3.6781,
19.8355, 17.6823, 3.68288,
20.154, 17.859, 3.68504,
20.4908, 18.0458, 3.68047,
20.8883, 18.2663, 3.68023,
21.3468, 18.5206, 3.68082,
21.884, 18.8186, 3.68288,
22.3799, 19.0937, 3.65493,
21.8611, 18.8059, 3.40079,
22.373, 19.0898, 3.35813,
22.0025, 18.8843, 3.15088,
21.7496, 18.7441, 2.97598,
21.7371, 18.7371, 2.84163,
21.7225, 18.729, 2.70806,
21.6797, 18.7053, 2.57305,
21.6785, 18.7046, 2.44281,
22.1996, 18.9937, 2.33733,
22.2298, 19.0104, 2.19833,
22.2317, 19.0115, 2.05804,
22.2053, 18.9968, 1.91804,
21.6174, 18.6707, 1.79629,
21.6396, 18.683, 1.66663,
21.6773, 18.704, 1.53483,
19.6643, 17.5873, 1.58414,
19.5443, 17.5207, 1.50601,
20.5878, 18.0996, 1.283,
20.585, 18.098, 1.17341,
20.5806, 18.0956, 1.06373,
19.4441, 17.4652, 1.1661,
19.3709, 17.4245, 1.09251,
19.3396, 17.4072, 1.01175,
19.3329, 17.4035, 0.925583,
19.3333, 17.4037, 0.83711,
19.1883, 17.3233, 0.789952,
18.925, 17.1772, 0.784667,
18.6795, 17.0411, 0.783677,
18.4687, 16.9241, 0.780078,
18.2755, 16.817, 0.778087,
18.1081, 16.7241, 0.773436,
17.9498, 16.6363, 0.771488,
17.8087, 16.558, 0.768152,
17.6684, 16.4802, 0.769923,
17.537, 16.4073, 0.772873,
17.4225, 16.3438, 0.772448,
17.3246, 16.2895, 0.767687,
17.2115, 16.2267, 0.775077,
17.1306, 16.1819, 0.768439,
17.0424, 16.1329, 0.76924,
16.9625, 16.0886, 0.768286,
16.8832, 16.0446, 0.770066,
16.8271, 16.0135, 0.759239,
16.7489, 15.9701, 0.765981,
16.6861, 15.9353, 0.764598,
16.6239, 15.9008, 0.765286,
16.5693, 15.8705, 0.762347,
16.5152, 15.8405, 0.76116,
16.4615, 15.8107, 0.76171,
16.4221, 15.7888, 0.751803,
16.3691, 15.7595, 0.755506,
16.3234, 15.7341, 0.754542,
16.2781, 15.709, 0.754984,
16.2333, 15.6841, 0.756818,
16.1952, 15.663, 0.753288,
16.1575, 15.6421, 0.75087,
16.1138, 15.6178, 0.756537,
16.0767, 15.5973, 0.756427,
16.04, 15.5769, 0.757391,
15.3207, 15.1779, 1.6036,
15.3089, 15.1714, 1.60489,
15.303, 15.1681, 1.59896,
15.3531, 15.1958, 1.51637,
15.3733, 15.2071, 1.47067,
15.1988, 15.1103, 1.70808,
15.0702, 15.0389, 1.88531,
15.0734, 15.0407, 1.87568,
15.056, 15.0311, 1.8755,
15.0541, 15.03, 1.87443,
15.0485, 15.0269, 1.88244,
15.0504, 15.0279, 1.87241,
15.0485, 15.0269, 1.87145,
15.0432, 15.024, 1.87977,
15.0415, 15.023, 1.87895,
15.0366, 15.0203, 1.88754,
15.0378, 15.021, 1.87741,
15.036, 15.02, 1.8767,
15.0342, 15.019, 1.87601,
15.0274, 15.0152, 1.89454,
15.0281, 15.0156, 1.88439,
15.0242, 15.0134, 1.89354,
15.0206, 15.0114, 1.90281,
15.0191, 15.0106, 1.90242,
15.0194, 15.0108, 1.89227,
15.0178, 15.0099, 1.89191,
15.0177, 15.0098, 1.88172,
15.0146, 15.0081, 1.89128,
15.013, 15.0072, 1.89101,
15.0114, 15.0063, 1.89077,
15.0098, 15.0054, 1.89057,
15.0082, 15.0045, 1.8904,
15.0071, 15.0039, 1.88028,
15.0053, 15.003, 1.88016,
15.0036, 15.002, 1.88007,
15.0016, 15.0009, 1.89002,
15.1052, 15.0583, 3.69574,
15.1311, 15.0727, 3.70342,
15.1563, 15.0867, 3.70063,
15.1826, 15.1013, 3.70728,
15.2067, 15.1146, 3.69359,
15.2331, 15.1293, 3.69921,
15.2583, 15.1433, 3.69445,
15.2834, 15.1572, 3.68919,
15.3102, 15.1721, 3.69324,
15.3372, 15.1871, 3.69673,
15.3624, 15.201, 3.68994,
15.3918, 15.2173, 3.70201,
15.417, 15.2313, 3.69416,
15.4421, 15.2452, 3.68583,
15.4723, 15.262, 3.69607,
15.4974, 15.2759, 3.68666,
15.5253, 15.2914, 3.68618,
15.5533, 15.3069, 3.68511,
15.5815, 15.3225, 3.68344,
15.6131, 15.3401, 3.69039,
15.6415, 15.3559, 3.68742,
15.6737, 15.3737, 3.69294,
15.6987, 15.3876, 3.67962,
15.7352, 15.4078, 3.69269,
15.7602, 15.4217, 3.67819,
15.7933, 15.4401, 3.6808,
15.8267, 15.4586, 3.6826,
15.856, 15.4748, 3.67495,
15.8943, 15.4961, 3.68375,
15.9285, 15.515, 3.68307,
15.9629, 15.5341, 3.68155,
15.9926, 15.5506, 3.6709,
16.0324, 15.5727, 3.67592,
16.0674, 15.5921, 3.67181,
16.1079, 15.6146, 3.67478,
16.1488, 15.6372, 3.67666,
16.19, 15.6601, 3.67743,
16.2316, 15.6832, 3.67708,
16.2735, 15.7064, 3.67559,
16.3216, 15.7331, 3.68038,
16.3642, 15.7567, 3.67647,
16.4131, 15.7839, 3.67858,
16.4563, 15.8078, 3.67218,
16.506, 15.8354, 3.67154,
16.5561, 15.8632, 3.66945,
16.6066, 15.8912, 3.66589,
16.6639, 15.923, 3.66744,
16.7285, 15.9588, 3.67369,
16.7801, 15.9874, 3.66525,
16.8869, 16.0467, 3.70487,
16.9189, 16.0644, 3.67408,
16.9998, 16.1093, 3.68405,
17.0672, 16.1467, 3.67977,
17.1423, 16.1884, 3.67899,
17.2107, 16.2263, 3.67026,
17.2942, 16.2726, 3.67009,
17.3783, 16.3193, 3.66716,
17.4705, 16.3704, 3.6665,
17.5709, 16.4261, 3.66768,
17.6721, 16.4822, 3.66542,
17.7739, 16.5387, 3.6597,
17.8372, 16.5738, 3.62807,
17.8294, 16.5695, 3.55547,
17.8282, 16.5688, 3.48782,
17.8259, 16.5675, 3.42066,
17.8223, 16.5656, 3.35403,
17.8258, 16.5675, 3.29166,
17.7955, 16.5507, 3.21533,
17.9036, 16.6106, 3.19826,
18.0451, 16.6891, 3.19027,
19.5435, 17.5203, 3.6781,
19.8355, 17.6823, 3.68288,
20.154, 17.859, 3.68504,
20.4908, 18.0458, 3.68047,
20.8883, 18.2663, 3.68023,
21.3468, 18.5206, 3.68082,
21.884, 18.8186, 3.68288,
22.3799, 19.0937, 3.65493,
21.8611, 18.8059, 3.40079,
22.373, 19.0898, 3.35813,
22.0025, 18.8843, 3.15088,
21.7496, 18.7441, 2.97598,
21.7371, 18.7371, 2.84163,
21.7225, 18.729, 2.70806,
21.6797, 18.7053, 2.57305,
21.6785, 18.7046, 2.44281,
22.1996, 18.9937, 2.33733,
22.2298, 19.0104, 2.19833,
22.2317, 19.0115, 2.05804,
22.2053, 18.9968, 1.91804,
21.6174, 18.6707, 1.79629,
21.6396, 18.683, 1.66663,
21.6773, 18.704, 1.53483,
19.6643, 17.5873, 1.58414,
19.5443, 17.5207, 1.50601,
20.5878, 18.0996, 1.283,
20.585, 18.098, 1.17341,
20.5806, 18.0956, 1.06373,
19.4441, 17.4652, 1.1661,
19.3709, 17.4245, 1.09251,
19.3396, 17.4072, 1.01175,
19.3329, 17.4035, 0.925583,
19.3333, 17.4037, 0.83711,
19.1883, 17.3233, 0.789952,
18.925, 17.1772, 0.784667,
18.6795, 17.0411, 0.783677,
18.4687, 16.9241, 0.780078,
18.2755, 16.817, 0.778087,
18.1081, 16.7241, 0.773436,
